ヘアーアンドメイク シーク 吉祥寺(HAIR&MAKE SeeK),http://www.seek-kj.jp,東京都武蔵野市吉祥寺本町１-８-３　ダイヤガイビル５F 
エイチフォーシエスタ(H for siesta),http://h-company.jp/,東京都武蔵野市吉祥寺本町２－２６－１０　４F 
プログレス 吉祥寺店(PROGRESS),http://www.hairwork-progress.jp,東京都武蔵野市吉祥寺本町２-15-4　プライムアーバン吉祥寺2階 
アントリール 吉祥寺店(entrir),,東京都武蔵野市御殿山１－３－７　エフアイビル１Ｆ 
松本平太郎美容室 吉祥寺パートファイブ(PART5),http://www.mhb.co.jp,東京都武蔵野市吉祥寺本町１-13-1　イタヤビル3階 
スィート サロン フルーフ 吉祥寺(suite salon fluff),http://suitesalon-fluff.com/,東京都武蔵野市御殿山１－６－５関ビル１Ｆ 
メルト(melt),http://www.melt-kichijoji.com,東京都武蔵野市吉祥寺本町２-7-8 COANORTH 2F 
レンジシキチジョウジ (RENJISHI KICHIJOJI),http://www.renjishi.com/,東京都武蔵野市吉祥寺南町１-1-10MAビル3F 
松本平太郎美容室 吉祥寺本店,http://www.mhb.co.jp,東京都武蔵野市吉祥寺本町１-8-2　ＦＣビル3Ｆ 
ルーチェ(ruace),http://www.tenhalf.jp/,東京都武蔵野市吉祥寺南町１-11-12 キャニオンプラザ3F 
メルジーナ(melgina),http://www.hair-miel.co.jp/,東京都武蔵野市吉祥寺本町２－３１－２８　吉祥ビル２F 
グラムヘアデザイン(g. hair design),http://www.ghairdesign.jp,東京都武蔵野市吉祥寺南町２-7-7 
ヘアーストラ(hair Stola),,東京都武蔵野市吉祥寺本町２-１３-７　グランデール吉祥寺１F 
アンアタッシュ(UNE ATTACHE),,東京都武蔵野市吉祥寺本町１－１１－２１　三協第三ビル３F 
シエクル ヘアアンドスパ 吉祥寺店(SIECLE hair&spa),http://www.forecast.jp/index.php,東京都武蔵野市吉祥寺本町１－５－１吉祥寺パルコ８Ｆ 
ヘアーワーク オーパス(HAIR WORK OPUS),http://www.opusnet.jp,東京都武蔵野市吉祥寺本町２-14-25 第2マーブルビル3F 
イマージュアヴェダ 丸井吉祥寺店,http://www.saitane.com/,東京都武蔵野市吉祥寺南町１-7-1　　丸井吉祥寺店８F 
オーパスアミカ(OPUS AMICA),http://www.opusnet.jp/amica,東京都武蔵野市吉祥寺本町２-8-1早川ビル2Ｆ 
イマジン 吉祥寺(IMAJINE),http://www.tomys.net/salon/#imajine,東京都武蔵野市吉祥寺南町１-１0-１１　スペシフィービル２Ｆ 
オーパスクリエ (OPUS CREER),http://www.opusnet.jp/,東京都武蔵野市吉祥寺南町１-11-12 キャニオンプラザ吉祥寺2F 
ポコリ(pocori),http://pocori.net/,東京都武蔵野市吉祥寺南町１-15-1　1F 
バース(BIRTH),,東京都武蔵野市吉祥寺本町１－4－15ホワイトハウスビル4F 
ボンド ヘアーアンドスタイル プラス(bond hair&style +),http://bond-style.net/,東京都武蔵野市吉祥寺本町２-８-９　ルミナス吉祥寺４F 
シマ 吉祥寺 プラスワン(SHIMA PLUS1),http://www.shima-hair.com/,東京都武蔵野市吉祥寺本町１－４－１４　ミヤケビルB１ 
シマ 吉祥寺店(SHIMA),http://www.shima-hair.com/,東京都武蔵野市吉祥寺本町２－１６－１５　B１ 
ソル(SOL),http://www.sol-hairsalon.com,東京都武蔵野市吉祥寺本町２－２０－７　２Ｆ・３Ｆ 
ボンドヘアーアンドスタイル(bond hair&style),http://bond-style.net/,東京都武蔵野市吉祥寺本町１-３４－３ 
タック(takk),http://takkhair.com/,東京都武蔵野市吉祥寺東町１-18-1　第2都ビルB1 
レクール(Les Coeurs),http://www.les-coeurs.com,東京都武蔵野市吉祥寺東町１－１－１９ HSアライビル２F（レクール吉祥寺） 
ノア(Noa),,東京都武蔵野市吉祥寺本町１－１１－２４　ＨＡＬビル３Ｆ 
リパブリック(REPUBLIC),http://republic.la/,東京都武蔵野市吉祥寺南町２-12-10　1F 
Piece hair&esthe 【ピース】,http://www.h-e-piece.com/,東京都武蔵野市吉祥寺本町１－２５－１０　ＴＲビルＢ１ 
